project,task_family,task_number,model_name,context_size,sample_id,metric,run_count,sample_avg_over_runs
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,0,recall,5,1.0
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,1,f1,5,0.6412371134020618
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,1,precision,5,0.6229885057471264
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,1,recall,5,0.8
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,2,f1,4,0.00010989418483068768
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,2,precision,4,5.4951118516753346e-05
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,2,recall,4,0.75
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,3,f1,4,0.0009292931211995975
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,3,precision,4,0.0004662479906836209
RLMs-Task10,RLMs,10,x-ai/grok-4-fast,0,3,recall,4,0.375
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,0,f1,5,0.9642127858880019
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,0,precision,5,0.9522473608671296
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,0,recall,5,0.9771388499298738
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,1,f1,5,0.7483534535849169
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,1,precision,5,0.7974803149606299
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,1,recall,5,0.7100000000000001
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,2,f1,5,0.7710520060443218
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,2,precision,5,0.8050702655335154
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,2,recall,5,0.8627111826226871
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,3,f1,5,0.035547435730131804
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,3,precision,5,0.019594302977988774
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,3,recall,5,0.19129213483146068
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,4,f1,5,0.03607843137254902
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,4,precision,5,0.020029027576197383
RLMs-Task6,RLMs,6,openai/gpt-5-mini,0,4,recall,5,0.18157894736842103
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,0,f1,5,0.6272192204810701
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,0,precision,5,0.7980169971671388
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,0,recall,5,0.526507713884993
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,1,f1,5,0.44838431517417315
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,1,precision,5,0.7959055118110236
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,1,recall,5,0.36133333333333334
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,2,f1,5,0.5801741924512459
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,2,precision,5,0.7613511491201898
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,2,recall,5,0.48471440064360416
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,3,f1,5,0.18327840287736344
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,3,precision,5,0.2977138018628281
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,3,recall,5,0.19831460674157303
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,4,f1,5,0.0
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,4,precision,5,0.0
RLMs-Task6,RLMs,6,x-ai/grok-4-fast,0,4,recall,5,0.0
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,0,f1,5,0.684051230962274
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,0,precision,5,0.810904071773637
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,0,recall,5,0.7000000000000001
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,1,f1,5,0.41215897319230815
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,1,precision,5,0.3353423057389538
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,1,recall,5,0.6419753086419753
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,2,f1,5,0.9834034968596164
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,2,precision,5,1.0
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,2,recall,5,0.9677053824362606
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,3,f1,5,0.0
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,3,precision,5,0.0
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,3,recall,5,0.0
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,4,f1,5,0.9822006079027356
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,4,precision,5,0.979746835443038
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,4,recall,5,0.9859154929577465
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,5,f1,5,0.9948717948717949
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,5,precision,5,1.0
RLMs-Task7,RLMs,7,openai/gpt-5-mini,0,5,recall,5,0.99
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,0,f1,5,0.4956367905166894
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,0,precision,5,0.5008354218880534
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,0,recall,5,0.5
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,1,f1,5,0.2
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,1,precision,5,0.2
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,1,recall,5,0.2
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,2,f1,5,0.7131647747772751
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,2,precision,5,0.8
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,2,recall,5,0.6623229461756375
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,3,f1,5,0.19810508182601208
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,3,precision,5,0.2
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,3,recall,5,0.1962457337883959
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,4,f1,5,0.9447946045370939
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,4,precision,5,1.0
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,4,recall,5,0.9056338028169014
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,5,f1,5,0.7846153846153847
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,5,precision,5,0.8
RLMs-Task7,RLMs,7,x-ai/grok-4-fast,0,5,recall,5,0.77
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,0,f1,5,0.4962388186112832
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,0,precision,5,0.39694663369246985
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,0,recall,5,0.8
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,1,f1,5,0.8931877835468476
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,1,precision,5,0.8524553054069685
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,1,recall,5,0.9587570621468927
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,2,f1,5,0.5204340944867566
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,2,precision,5,0.6458491030493246
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,2,recall,5,0.4614427860696517
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,3,f1,5,0.663367337924035
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,3,precision,5,0.5838548494964215
RLMs-Task8,RLMs,8,openai/gpt-5-mini,0,3,recall,5,0.7972461273666093
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,0,f1,5,0.8259818055694366
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,0,precision,5,0.9886547918029673
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,0,recall,5,0.7092859785423603
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,1,f1,5,0.7968729129129695
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,1,precision,5,0.9958368982665793
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,1,recall,5,0.6674952919020716
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,2,f1,5,0.3299016505883334
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,2,precision,5,0.47458333333333336
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,2,recall,5,0.2808457711442786
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,3,f1,5,0.7445480027841991
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,3,precision,5,0.9979633401221996
RLMs-Task8,RLMs,8,x-ai/grok-4-fast,0,3,recall,5,0.6984509466437177
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,0,f1,5,0.5815799410310645
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,0,precision,5,0.6106981092662193
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,0,recall,5,0.7744726879394267
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,1,f1,5,0.9664893617021277
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,1,precision,5,0.975
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,1,recall,5,0.9583333333333334
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,2,f1,5,0.2949508002669743
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,2,precision,5,0.6759237655646291
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,2,recall,5,0.3252965517241379
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,3,f1,5,0.6146657748796279
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,3,precision,5,0.866030751404991
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,3,recall,5,0.6181159420289856
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,4,f1,5,0.1142857142857143
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,4,precision,5,0.08
RLMs-Task9,RLMs,9,openai/gpt-5-mini,0,4,recall,5,0.2
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,0,f1,5,0.49930659528597954
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,0,precision,5,0.49852551307936516
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,0,recall,5,0.555868036776636
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,1,f1,5,0.39574468085106385
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,1,precision,5,0.4
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,1,recall,5,0.39166666666666666
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,2,f1,5,0.6218819810042518
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,2,precision,5,0.9982312127791068
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,2,recall,5,0.4881655172413793
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,3,f1,5,0.5825711933235536
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,3,precision,5,0.5738706817442677
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,3,recall,5,0.5920289855072464
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,4,f1,5,0.0
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,4,precision,5,0.0
RLMs-Task9,RLMs,9,x-ai/grok-4-fast,0,4,recall,5,0.0
